age,education-num,race,sex,capital-gain,capital-loss,hours-per-week,R
60,9,1,0,0,3683,40,0
20,9,1,1,0,0,40,0
20,9,1,1,0,0,40,0
40,9,1,1,0,0,50,0
20,9,1,1,0,0,40,0
40,9,1,0,0,2377,40,0
20,12,1,1,0,0,50,0
30,13,1,1,0,1977,45,1
50,9,1,1,0,0,40,0
30,10,0,0,0,0,5,0
20,6,1,0,0,0,40,0
30,9,1,1,0,0,50,0
20,12,1,1,0,0,60,0
30,10,1,1,0,0,56,0
40,13,0,0,5178,0,40,1
40,12,1,0,1471,0,32,0
30,12,1,0,0,1485,40,0
20,10,1,0,0,0,40,0
30,9,1,1,0,0,72,0
20,5,1,1,0,0,40,0
40,10,1,1,0,0,40,0
19,9,0,0,0,0,20,0
17,5,1,0,0,0,25,0
60,5,0,1,0,0,40,0
50,4,1,1,0,0,99,0
30,9,0,1,0,0,40,0
17,7,1,1,0,0,16,0
40,11,1,0,0,0,36,1
60,10,1,1,0,0,40,0
40,11,1,0,0,0,35,1
20,10,1,0,0,0,16,0
40,9,1,1,0,0,52,0
30,9,1,1,0,0,40,0
30,9,1,1,0,0,40,0
40,15,1,0,14084,0,50,1
20,9,0,1,0,0,40,0
20,6,0,1,0,0,40,0
20,10,1,0,0,0,15,0
20,10,1,0,0,0,15,0
40,9,1,1,2885,0,32,0
30,11,1,1,0,0,40,0
40,10,1,1,0,0,40,0
30,9,1,1,0,0,40,0
18,6,1,1,0,0,27,0
50,13,0,1,7688,0,20,1
20,9,1,1,0,0,40,0
20,9,1,1,0,0,40,0
40,14,1,1,0,0,45,0
30,14,1,1,0,0,65,1
40,13,1,1,0,1977,40,1
40,13,1,0,0,0,40,1
40,10,1,0,0,0,40,0
30,9,1,1,0,0,48,0
40,10,1,1,0,0,50,0
20,10,1,1,0,0,48,0
20,9,1,1,0,0,45,0
18,9,1,0,0,0,25,0
20,9,1,1,0,1980,40,0
30,6,1,1,0,0,40,0
20,10,1,1,0,0,40,0
50,10,1,1,0,0,60,0
50,14,1,0,0,0,35,1
30,12,0,0,0,0,40,0
40,16,1,0,0,0,30,1
30,10,1,0,0,0,50,0
40,13,1,0,0,0,42,0
40,13,1,1,15024,0,40,1
60,13,1,1,0,0,40,0
20,13,1,1,0,0,70,0
60,10,1,0,0,0,45,0
20,9,1,1,0,0,40,0
20,10,1,0,0,0,40,0
30,10,1,0,0,0,45,0
40,9,1,0,0,0,40,0
50,10,1,1,0,0,40,0
20,10,1,0,0,0,30,0
60,10,1,1,0,0,40,0
20,11,1,1,0,0,40,0
20,10,1,0,0,0,15,0
50,9,1,1,0,0,32,0
20,10,1,1,0,0,40,0
60,9,1,0,0,0,40,0
60,9,1,0,0,0,8,0
20,9,1,0,0,0,40,0
60,4,1,1,0,0,4,0
40,5,1,1,0,0,35,0
30,13,0,1,0,0,50,0
18,9,1,1,0,0,25,0
50,9,1,1,0,0,40,0
30,10,1,1,0,0,40,0
30,10,1,1,0,0,40,0
20,10,1,1,0,0,40,0
40,10,1,1,0,0,40,0
50,10,1,1,0,0,48,0
30,10,1,1,0,0,30,0
40,9,1,1,0,0,40,0
50,13,1,1,0,0,40,0
40,10,1,0,0,0,40,0
30,8,0,0,0,0,40,0
20,9,1,1,0,0,55,0
18,8,1,1,0,0,20,0
40,13,0,0,0,0,36,0
30,9,1,1,0,0,50,0
20,14,0,1,0,0,40,0
20,10,0,1,0,0,20,0
60,7,1,1,0,419,3,0
30,13,1,0,0,0,40,0
30,10,0,0,0,0,40,0
30,8,1,1,3942,0,40,0
20,9,1,0,0,0,40,0
18,7,1,0,0,0,40,0
30,9,1,1,5178,0,50,1
17,6,1,1,0,0,20,0
20,9,1,1,0,0,40,0
40,9,1,1,0,0,40,0
40,9,1,1,4064,0,50,0
50,13,1,0,0,0,45,1
40,13,1,1,0,0,40,0
30,9,1,1,0,0,40,0
30,10,1,1,0,1617,40,0
20,7,1,0,0,0,40,0
50,13,1,1,0,0,40,0
50,10,1,0,0,0,40,1
50,9,0,0,0,0,40,0
20,9,1,0,0,0,30,0
40,13,1,0,0,0,45,1
40,9,1,0,0,0,15,0
30,8,1,0,0,0,40,0
30,10,1,1,0,0,84,0
40,9,0,0,0,0,40,0
30,12,0,1,0,0,60,0
30,15,1,1,0,0,40,0
20,12,1,0,0,1980,40,0
40,10,1,1,0,0,70,0
40,9,0,1,0,0,55,0
20,14,1,1,0,0,35,0
30,10,1,1,0,0,45,0
30,9,1,1,0,0,60,0
30,9,1,1,0,0,30,0
20,13,1,1,0,0,30,0
20,10,1,1,0,0,15,0
40,14,1,0,0,0,30,0
70,9,1,1,0,0,30,0
30,9,0,1,0,0,40,0
40,13,1,0,0,2472,70,1
60,9,1,1,0,0,45,0
30,13,1,1,0,0,50,0
30,3,1,1,0,0,40,0
20,13,1,0,0,0,80,1
30,9,1,1,0,0,56,0
50,9,1,1,0,0,40,0
60,10,0,1,0,0,35,0
40,13,1,1,0,0,45,0
40,13,1,1,0,0,51,0
30,10,1,1,0,0,36,0
40,14,1,1,0,0,40,0
40,16,1,1,0,1887,50,1
60,9,1,1,2414,0,40,0
30,6,1,1,0,0,40,0
20,10,1,1,0,0,40,0
30,10,1,1,0,0,60,0
50,9,1,1,0,0,48,0
20,13,1,0,0,0,40,0
30,12,1,0,0,0,55,0
50,6,1,1,0,0,40,0
30,11,1,1,0,0,32,0
30,9,1,1,0,0,40,0
20,13,1,0,14344,0,40,1
20,10,1,1,0,0,40,0
30,13,1,0,0,0,40,0
30,9,0,0,0,0,36,0
20,13,1,0,0,0,12,0
50,10,1,0,0,0,48,1
20,9,1,0,0,0,40,0
20,1,1,1,0,0,32,0
50,13,1,1,0,0,52,0
30,9,1,0,0,0,33,0
40,13,1,1,0,0,50,0
30,9,1,0,0,0,50,0
40,11,1,1,0,0,50,0
20,13,1,1,0,0,40,0
30,13,1,1,0,0,35,0
20,10,1,1,0,0,40,0
40,12,1,0,0,0,99,0
30,9,1,1,0,0,40,0
20,9,1,0,0,0,35,0
40,12,1,0,0,0,40,0
30,9,1,1,0,0,40,0
20,10,1,0,0,0,35,0
50,10,1,0,0,0,40,1
20,10,1,1,0,0,28,0
20,15,1,1,27828,0,45,1
30,9,1,1,0,0,40,0
50,16,1,0,0,0,99,1
30,10,1,1,0,0,40,0
30,9,1,1,0,0,40,0
60,10,1,1,0,0,20,0
20,9,1,1,0,0,40,0
40,11,1,0,0,0,40,0
30,14,0,1,0,0,40,0
40,9,1,1,0,0,50,0
40,6,0,0,0,0,35,0
30,9,1,1,0,0,40,0
40,11,1,0,0,0,20,0
20,12,1,0,0,0,25,0
30,9,1,1,0,0,50,0
50,9,1,1,0,0,45,0
20,6,1,1,0,0,44,0
30,9,1,0,0,0,40,0
20,3,1,1,0,0,40,0
30,9,1,1,0,0,40,0
30,11,1,0,0,0,40,0
30,9,1,1,0,0,40,0
40,13,1,1,0,0,45,0
50,13,0,0,0,0,40,0
20,5,1,0,0,0,32,0
40,9,1,0,0,0,40,0
30,9,0,0,0,0,50,0
18,9,1,1,0,0,20,0
20,13,1,1,0,0,40,0
20,9,1,1,0,0,40,0
30,9,1,0,0,0,40,0
40,11,1,0,0,0,40,0
20,16,1,1,594,0,50,1
50,2,0,1,0,0,35,0
18,10,1,0,0,0,15,0
30,13,1,1,0,0,40,0
40,9,0,1,0,0,40,0
60,13,1,1,10605,0,40,1
50,10,1,1,0,0,40,0
30,13,1,0,0,0,40,0
20,9,1,1,0,0,40,0
60,10,1,1,0,0,44,0
17,7,1,0,0,0,8,0
40,10,1,0,0,0,45,0
20,13,0,1,0,0,16,0
30,10,1,1,0,0,40,0
17,6,1,0,0,0,20,0
30,13,1,1,0,0,40,0
30,13,1,0,0,0,45,1
50,9,1,1,0,0,25,0
40,14,1,1,0,0,50,1
50,12,1,0,0,0,35,1
20,10,1,1,0,0,40,0
20,9,0,1,0,0,40,0
40,14,1,0,0,0,40,1
20,14,1,1,0,0,40,0
19,10,1,1,0,0,20,0
30,13,1,1,15024,0,60,1
60,14,0,1,0,0,38,1
50,12,1,1,0,0,50,0
40,14,1,0,0,0,45,1
40,9,0,0,0,0,8,0
20,9,1,1,0,0,40,0
20,10,0,1,0,0,40,0
60,4,1,1,0,0,54,0
40,13,1,1,0,0,60,0
50,9,1,1,0,1887,40,1
19,9,1,1,0,0,20,0
30,9,1,0,1471,0,38,0
20,10,1,0,0,0,50,0
20,13,1,1,0,1741,40,0
20,10,0,0,0,0,40,0
30,14,1,1,0,0,30,0
20,9,1,1,0,0,60,0
20,9,1,1,0,0,45,0
20,10,1,0,0,0,8,0
20,10,1,0,0,0,40,0
20,9,0,0,0,0,40,0
30,9,1,1,0,0,40,0
19,9,1,1,0,0,40,0
30,6,1,1,0,0,40,0
18,9,1,0,0,0,16,0
60,9,1,1,0,0,8,0
30,13,1,0,5178,0,25,1
20,10,1,0,0,0,40,0
20,15,1,0,0,0,65,0
40,14,1,1,0,0,60,0
30,9,1,1,0,0,55,0
40,10,1,0,0,0,40,0
20,9,1,1,0,0,40,0
30,13,1,1,0,0,40,0
30,9,1,1,0,0,40,0
40,9,1,1,0,0,46,0
40,15,1,1,15024,0,55,1
30,9,1,0,0,0,25,0
30,11,1,1,0,0,40,0
17,6,1,1,0,0,15,0
50,9,1,1,4386,0,40,1
40,13,1,1,0,0,40,0
40,10,1,1,5178,0,60,1
20,11,1,1,0,0,40,0
40,10,1,1,7688,0,55,1
40,14,1,1,15024,0,65,1
50,13,1,1,0,0,40,0
50,13,1,0,0,0,40,1
30,13,1,1,0,0,50,0
50,9,1,1,0,0,40,0
30,3,1,1,0,0,40,0
40,10,1,0,0,0,27,0
30,9,1,1,0,0,60,0
30,9,1,1,0,0,40,0
40,9,1,1,0,0,42,0
30,13,1,1,0,0,40,0
40,11,1,0,0,0,35,1
30,9,1,1,0,0,25,0
40,7,1,1,0,0,40,0
60,10,1,1,3411,0,15,0
40,10,1,1,0,0,32,0
30,14,1,1,0,0,40,0
40,9,1,1,0,0,40,0
30,11,1,1,0,0,40,0
60,9,1,0,0,0,40,0
40,6,0,1,0,0,40,0
60,15,1,1,0,0,40,0
60,9,1,1,3432,0,20,0
40,13,0,0,0,0,40,0
60,10,1,0,0,0,20,0
30,10,1,0,7298,0,39,1
20,7,1,1,0,0,40,0
30,9,1,1,0,0,40,0
50,13,1,1,0,0,50,0
30,9,1,1,0,0,50,0
30,16,0,1,0,0,50,1
20,9,1,0,0,0,40,0
60,10,1,1,0,0,50,0
20,9,1,1,0,0,40,0
40,10,1,0,0,0,48,1
18,10,1,1,0,0,25,0
40,10,1,1,0,0,80,0
18,7,0,1,0,1602,23,0
50,9,0,0,0,2339,40,0
20,14,1,0,0,0,40,0
40,11,1,1,0,0,40,0
50,12,0,1,0,0,40,0
40,13,1,1,0,0,40,0
40,9,1,1,0,0,40,0
40,9,0,0,0,0,40,0
40,12,1,1,0,1848,55,0
40,9,1,0,0,0,35,0
20,9,0,0,0,0,30,0
50,10,1,1,0,0,40,0
30,9,1,1,0,0,40,0
20,10,0,1,0,0,35,0
20,10,0,0,3325,0,50,0
30,9,0,1,0,0,40,0
40,11,1,0,0,0,40,0
40,10,1,1,0,0,52,0
40,2,0,0,0,0,40,0
20,9,1,1,0,0,25,0
30,15,0,0,99999,0,57,1
20,9,1,1,7298,0,84,1
30,13,1,0,0,0,50,1
40,13,1,1,0,0,30,0
30,9,1,1,0,0,60,0
30,13,1,0,0,0,40,0
40,9,1,0,0,0,38,0
40,12,1,0,0,0,40,0
30,13,1,0,0,0,50,1
50,9,1,1,0,0,40,0
50,14,1,1,7298,0,50,1
40,9,1,0,0,0,40,0
30,10,0,0,0,0,40,0
20,10,1,0,0,0,24,0
50,13,1,0,0,0,45,1
30,9,1,1,0,0,44,0
50,9,1,1,0,0,40,0
70,6,1,0,0,0,1,0
20,9,0,0,0,0,35,0
30,6,1,0,0,0,40,0
60,6,1,0,0,0,40,0
20,10,1,1,0,0,45,0
30,9,0,0,0,0,40,0
60,11,0,0,0,0,40,1
60,13,1,0,7688,0,36,1
40,9,1,1,0,0,60,0
20,10,1,0,0,0,20,0
50,9,1,1,0,0,30,0
40,9,1,0,0,0,20,0
20,13,1,1,0,0,40,0
20,10,1,1,0,0,40,0
40,10,1,1,0,0,40,0
40,9,0,0,0,0,40,0
40,9,0,0,0,0,35,0
30,9,1,1,0,0,40,0
60,12,1,0,0,0,35,0
30,14,1,1,0,1902,40,1
20,10,0,1,0,0,45,0
20,9,1,1,0,0,50,0
40,10,0,0,0,0,45,0
40,10,0,1,0,0,40,0
50,10,1,1,0,0,84,1
20,11,1,0,0,0,50,0
40,13,1,1,0,0,45,0
20,10,1,0,0,0,40,0
50,13,1,1,0,0,40,0
60,4,1,0,0,0,40,0
20,10,1,1,0,0,45,0
40,10,1,1,0,0,60,0
30,9,1,1,0,0,40,0
60,13,1,1,0,0,99,0
50,9,0,1,0,0,40,0
50,13,1,1,0,0,50,0
20,10,1,0,0,0,15,0
40,10,0,1,0,0,40,0
20,11,1,0,7688,0,40,1
20,13,1,0,0,0,40,0
20,9,1,1,0,0,40,0
20,11,0,0,0,0,20,0
20,10,0,1,0,0,20,0
70,14,1,0,0,0,10,1
30,9,1,1,0,0,40,0
40,10,1,1,0,0,40,0
19,7,1,1,0,2129,55,0
70,9,1,1,0,0,70,0
30,11,1,0,0,0,40,0
30,9,0,1,0,0,40,0
40,13,1,0,0,0,20,0
20,10,1,1,0,0,15,0
20,9,1,1,0,0,45,0
40,8,1,0,0,0,55,0
20,9,1,1,0,0,35,0
19,8,1,1,0,0,20,0
30,13,1,1,0,0,60,0
30,10,1,1,0,0,40,0
50,13,1,1,0,0,99,0
40,13,0,0,0,0,40,0
40,9,1,1,0,0,40,0
20,10,1,1,0,0,60,0
20,10,1,0,0,0,20,0
40,9,1,1,0,0,56,0
40,10,1,0,0,0,35,0
30,13,1,1,0,0,40,0
30,9,0,0,0,0,40,0
30,10,1,1,0,0,20,0
20,9,1,1,0,0,70,0
30,10,1,0,0,0,20,0
20,10,1,1,0,0,15,0
30,9,0,1,0,0,40,0
20,10,1,0,0,0,40,0
30,14,1,1,0,0,50,0
50,10,1,1,0,0,40,0
40,16,1,0,0,0,40,1
20,10,0,0,0,0,56,0
30,9,1,1,3137,0,45,0
20,13,1,1,0,0,40,0
40,9,0,0,5455,0,50,0
40,10,1,0,0,0,45,0
50,9,1,1,0,0,50,0
20,11,1,0,0,0,30,0
40,13,1,1,0,0,50,0
30,13,1,1,0,0,37,0
70,13,1,1,0,0,6,0
20,3,1,1,0,0,40,0
40,9,1,1,0,0,40,0
30,13,1,1,0,0,60,0
50,10,1,1,0,0,40,0
30,10,0,0,0,0,40,0
30,7,1,1,0,0,40,0
30,12,0,1,0,1902,50,1
50,10,1,1,0,0,40,0
50,14,1,0,0,0,40,1
20,6,1,1,0,0,40,0
30,10,1,1,0,0,40,0
50,11,1,1,0,0,40,0
40,9,1,1,0,1672,40,0
30,5,0,1,0,0,40,0
20,10,1,1,0,0,40,0
30,10,1,0,0,0,55,0
30,9,1,0,0,0,40,0
30,13,1,0,0,0,4,0
20,13,1,1,0,1887,40,1
18,9,1,1,0,0,40,0
30,9,1,1,0,0,40,0
40,14,1,0,1506,0,40,1
40,13,1,0,0,0,40,1
60,10,1,0,0,0,30,0
20,8,1,1,0,0,50,0
20,10,1,1,0,0,40,0
20,9,1,1,0,2258,50,0
20,9,1,1,0,0,40,0
60,11,1,1,0,0,40,0
50,12,0,1,0,1848,40,1
40,9,1,0,0,0,35,0
30,10,1,1,4386,0,50,0
30,9,0,1,0,0,72,0
50,14,1,1,0,0,60,0
30,10,0,0,0,0,40,0
50,9,1,1,5178,0,40,1
20,10,1,0,0,0,10,0
40,13,1,1,0,0,60,0
20,10,1,1,0,0,40,0
20,9,1,0,0,0,48,0
30,9,1,0,0,0,25,0
30,9,1,1,0,0,42,0
50,9,1,1,0,0,48,0
40,9,1,1,0,0,40,0
20,12,0,1,0,0,40,0
70,10,1,1,0,0,3,0
40,9,1,1,0,0,40,0
40,9,1,1,5178,0,40,1
30,14,1,0,0,0,32,1
60,10,1,0,0,0,40,0
40,9,1,0,0,0,38,0
30,10,1,0,0,0,39,0
20,10,1,1,0,0,40,0
40,10,0,0,0,1669,38,0
18,8,1,0,0,0,20,0
19,9,1,0,0,0,40,0
50,13,1,1,0,0,40,0
20,10,0,1,0,0,40,0
20,10,1,0,0,0,40,0
60,9,1,0,0,0,7,0
40,10,1,0,0,0,45,0
20,10,1,0,0,0,38,0
20,13,0,0,0,0,40,0
30,13,1,0,0,0,50,1
20,9,1,0,0,0,40,0
40,10,1,1,0,0,40,0
30,2,1,1,0,0,85,0
20,9,1,1,0,1974,35,0
30,13,1,0,0,0,24,0
50,14,1,1,0,0,40,0
50,14,1,0,0,0,45,1
30,13,1,1,0,0,40,0
50,13,1,1,27828,0,50,1
40,14,1,1,0,0,40,0
40,10,1,1,0,0,55,0
20,10,0,1,0,0,24,0
50,10,1,1,0,0,40,0
70,2,1,1,0,0,45,0
50,9,1,1,0,0,80,0
60,9,1,0,0,0,30,0
18,7,1,1,0,0,12,0
30,9,0,1,0,0,40,0
50,13,1,1,99999,0,60,1
20,5,1,1,0,0,40,0
50,9,0,0,0,0,28,0
40,10,1,1,0,0,48,0
50,10,1,0,0,0,50,0
19,6,1,1,0,0,39,0
40,13,1,1,0,0,40,0
50,9,0,1,0,0,40,0
60,11,1,1,7298,0,50,1
20,6,1,0,0,0,40,0
30,10,1,0,0,0,60,0
20,11,1,0,0,1876,36,0
70,4,1,1,0,0,60,0
19,9,1,1,0,0,40,0
19,10,1,0,0,0,30,0
20,9,0,1,0,0,40,0
70,15,1,1,99999,0,50,1
18,7,0,1,0,0,20,0
30,9,1,1,0,0,40,0
20,6,1,1,0,0,30,0
40,6,1,0,0,0,40,0
50,9,0,0,0,0,40,0
60,13,1,1,0,1740,35,0
40,13,1,1,0,0,55,0
20,10,0,0,0,0,45,0
20,9,1,0,0,0,40,0
40,9,1,1,0,0,45,0
60,11,1,1,0,0,40,0
20,9,1,1,0,0,40,0
20,11,1,1,0,0,40,0
30,13,1,1,0,0,40,0
30,14,1,1,0,0,50,0
50,13,0,0,0,0,40,0
40,11,0,0,0,0,40,1
50,9,1,0,0,0,20,0
30,9,1,1,0,0,40,0
30,10,1,0,0,0,20,0
60,4,0,1,0,1651,40,0
60,9,1,1,10566,0,40,1
30,13,1,1,0,0,70,0
30,13,0,1,0,0,48,0
50,10,1,1,0,0,40,0
40,13,0,1,0,0,45,0
20,9,1,1,0,0,35,0
30,9,1,1,0,0,80,0
40,13,1,1,0,0,40,0
20,9,1,1,0,0,40,0
20,9,1,1,0,0,40,0
20,9,0,0,0,0,40,0
20,12,1,1,0,0,13,0
40,14,1,1,0,0,40,0
20,12,1,0,0,0,3,0
40,14,1,1,0,0,60,0
50,9,0,1,0,0,40,0
60,6,1,0,0,0,40,0
20,9,1,0,0,0,40,0
20,10,1,0,0,0,15,0
20,13,1,0,0,0,50,0
20,14,1,1,7298,0,40,1
40,12,1,1,0,0,40,0
40,9,0,0,0,0,40,0
40,7,1,1,0,0,55,0
60,13,1,1,0,0,50,0
40,13,1,1,0,0,45,0
50,14,1,1,0,0,65,0
30,13,1,1,15024,0,50,1
30,7,1,1,0,2057,40,0
50,9,1,1,99999,0,50,1
30,3,1,1,0,0,40,0
20,12,1,1,0,0,50,0
20,10,1,1,0,0,40,0
19,10,1,0,0,0,8,0
40,9,0,0,0,0,40,0
40,9,0,1,0,0,4,0
40,11,1,1,4064,0,40,0
40,9,1,1,0,0,44,0
19,10,1,1,0,0,40,0
30,9,1,0,0,0,40,0
20,9,1,1,0,0,30,0
20,9,1,1,0,0,40,0
40,13,1,1,0,0,40,0
30,9,1,0,0,0,38,0
20,10,0,0,0,0,40,0
60,16,1,1,0,0,70,1
40,12,1,1,0,0,54,0
30,11,1,1,0,0,60,0
30,10,0,0,0,0,40,0
20,9,1,1,0,0,35,0
70,14,1,1,10605,0,40,1
30,9,1,1,0,0,84,0
20,9,1,1,0,0,40,0
50,4,1,1,4865,0,40,0
30,11,1,1,0,0,60,0
30,9,1,1,0,0,40,0
30,9,0,0,0,0,38,0
18,7,1,1,0,0,15,0
30,13,1,1,0,0,20,0
20,6,1,1,0,0,99,0
30,7,1,1,0,0,40,0
40,9,0,0,0,0,32,0
40,13,1,1,15024,0,55,1
30,13,1,0,0,0,28,0
20,9,1,1,0,0,27,0
40,13,1,1,7688,0,52,1
40,10,1,1,0,0,40,0
30,9,1,1,0,0,40,0
30,7,1,1,0,0,40,0
30,13,1,1,0,0,38,0
40,9,1,1,0,0,40,0
30,14,0,1,0,0,40,0
17,7,1,0,0,0,40,0
40,10,1,0,0,0,60,0
40,9,1,1,0,0,40,0
50,9,1,0,0,0,33,0
50,10,1,1,0,0,40,0
40,10,1,1,3325,0,40,0
30,13,1,1,0,0,40,0
20,9,1,1,0,0,50,0
30,9,1,1,0,0,75,0
60,13,1,1,0,0,27,0
20,10,1,1,0,0,50,0
40,14,1,0,0,1669,40,0
19,10,1,1,0,0,30,0
30,13,1,0,0,0,17,1
20,13,1,1,0,0,40,0
50,4,1,1,0,1579,65,0
30,10,1,1,0,0,40,0
40,13,1,1,0,2258,40,1
20,13,1,1,0,0,45,0
50,15,1,1,0,0,36,0
30,14,1,0,14084,0,50,1
30,13,1,0,0,0,40,0
30,10,0,0,0,0,40,0
20,10,0,1,0,0,40,0
20,11,0,0,0,0,40,0
30,9,1,1,0,0,40,0
40,5,1,0,0,0,50,0
60,9,1,0,0,0,20,0
30,13,0,0,0,0,99,1
18,9,1,0,0,0,30,0
30,9,1,1,0,0,40,0
50,16,1,1,0,0,60,1
20,13,1,0,0,0,42,0
50,10,0,0,0,0,40,0
19,9,1,0,0,0,16,0
50,9,1,1,0,0,45,0
30,9,0,1,0,0,26,0
40,10,0,1,3137,0,40,0
40,11,1,1,0,0,3,0
30,9,1,0,0,0,40,0
30,9,1,1,0,2051,40,0
30,10,0,1,0,0,40,0
30,11,1,1,0,0,40,0
30,9,1,1,0,0,45,0
30,14,1,1,0,2415,60,1
30,16,1,1,0,0,40,0
30,9,0,0,0,0,28,0
40,9,1,1,0,0,40,0
19,9,1,0,0,0,40,0
30,9,0,1,0,0,35,0
40,13,0,1,0,0,40,0
30,13,1,0,0,0,50,1
20,9,1,1,0,0,50,0
19,10,1,1,0,0,10,0
50,9,1,1,7298,0,40,1
20,11,1,1,0,0,60,0
17,6,1,0,0,0,40,0
30,13,1,1,0,0,40,0
30,10,1,1,0,0,50,0
50,13,1,0,0,2824,20,1
30,9,1,1,3908,0,40,0
20,9,1,0,0,0,40,0
20,6,1,0,0,0,40,0
40,13,1,1,0,0,40,0
50,13,1,1,0,0,10,0
30,9,1,0,4650,0,40,0
50,9,1,1,0,1902,60,1
40,9,1,1,0,0,30,0
20,6,0,0,0,0,32,0
40,9,1,1,0,0,40,0
70,9,1,0,0,0,37,0
20,9,1,1,0,0,50,0
17,8,1,0,0,0,30,0
40,13,1,1,0,0,40,0
50,13,1,0,0,0,8,0
20,10,1,1,0,0,30,0
40,13,1,1,0,0,36,0
40,11,1,0,7688,0,44,1
40,6,1,1,0,0,70,0
40,11,1,1,0,0,40,0
40,10,0,1,0,0,55,0
50,10,1,0,0,0,40,1
50,12,1,1,0,0,40,0
30,14,1,1,10520,0,45,1
50,10,0,1,0,0,25,0
30,9,1,1,0,0,40,0
30,13,1,1,0,0,60,0
70,9,1,0,0,0,8,0
40,13,0,1,0,0,40,0
40,9,1,1,0,0,52,0
20,9,1,0,0,1602,15,0
60,14,1,1,0,0,30,0
40,10,1,1,0,0,60,0
40,11,1,1,0,0,30,0
40,9,1,1,0,0,40,0
70,6,1,0,0,0,40,0
30,15,1,1,0,0,80,1
30,10,1,0,2174,0,45,0
40,4,1,1,0,0,40,0
30,9,1,1,0,0,50,0
20,9,1,1,0,0,55,0
30,13,1,1,0,0,40,0
50,3,1,1,0,0,40,0
20,9,1,1,0,0,40,0
40,10,1,0,0,0,40,0
50,6,1,1,0,0,40,0
50,13,1,1,0,0,60,0
50,10,1,1,4650,0,22,0
30,9,1,1,0,0,40,0
40,9,1,1,0,0,40,0
30,13,1,1,0,0,50,0
60,13,1,1,0,0,40,0
20,6,0,0,0,0,38,0
20,9,1,1,0,0,40,0
20,10,1,0,0,0,40,0
30,10,0,0,0,0,70,0
40,9,1,0,0,0,40,0
60,5,1,0,0,0,38,0
30,9,1,0,0,0,50,0
20,12,0,1,0,0,16,0
20,9,1,0,0,0,46,0
20,13,1,1,0,0,50,0
30,16,1,0,0,0,28,1
40,10,1,1,0,0,40,0
20,9,1,1,2597,0,40,0
20,13,1,1,0,0,50,0
60,7,0,0,0,0,15,0
70,16,1,1,20051,0,40,1
30,13,1,1,0,0,40,0
30,10,1,1,0,1672,50,0
50,9,0,1,0,0,40,0
20,13,1,1,0,0,20,0
40,1,1,0,0,0,20,0
30,9,1,0,0,0,40,0
40,9,0,1,0,0,60,0
20,13,1,1,0,0,40,0
30,10,1,1,0,0,40,0
20,3,1,1,0,0,40,0
40,14,1,0,0,0,70,1
70,9,1,0,0,0,15,0
60,4,0,0,0,0,35,0
20,13,1,0,0,0,40,0
20,11,1,1,0,0,35,0
20,11,1,0,0,0,12,0
50,15,1,1,0,0,45,0
40,14,1,1,99999,0,50,1
19,10,1,0,0,0,30,0
30,11,1,1,0,0,40,0
20,10,1,1,0,0,50,0
20,9,1,0,0,0,40,0
40,9,1,1,0,0,8,0
30,9,1,1,0,0,50,0
50,6,1,1,0,0,45,0
40,10,1,1,0,0,12,0
70,10,1,1,0,2246,40,0
40,10,1,1,0,0,40,0
60,9,1,0,0,0,40,0
20,9,1,1,0,0,40,0
50,12,0,1,0,0,30,0
30,13,1,0,0,0,45,1
40,15,1,1,0,0,50,1
20,16,1,0,0,0,70,0
20,9,0,1,0,0,40,0
40,14,1,0,0,0,20,0
20,9,1,1,0,0,40,0
20,6,1,1,0,0,50,0
20,4,1,1,0,1902,40,0
20,10,1,0,0,0,40,0
60,13,1,1,0,2377,35,0
50,4,1,0,0,0,40,0
20,9,0,0,0,0,32,0
60,6,1,1,0,0,30,0
20,9,1,1,0,0,40,0
19,10,1,0,0,0,20,0
60,10,1,0,0,0,14,0
20,10,1,1,0,0,40,0
30,13,1,1,0,0,40,0
50,13,1,0,0,0,62,1
60,4,1,0,0,0,50,0
20,13,1,0,0,0,45,0
60,3,1,1,0,0,40,0
30,13,0,1,0,0,40,0
30,13,1,0,0,0,45,1
50,14,0,0,0,1977,40,1
30,11,1,1,0,0,38,0
40,10,1,0,0,0,20,0
20,12,1,0,0,0,58,0
50,9,1,1,0,0,40,0
30,9,0,0,0,0,35,0
17,7,1,0,0,0,15,0
40,14,1,0,0,0,45,1
50,14,1,1,0,0,35,0
30,9,1,1,0,0,40,0
30,9,1,1,0,0,51,0
60,9,1,0,15024,0,38,1
20,9,1,1,0,0,40,0
30,9,1,1,0,0,40,0
30,13,1,0,0,0,40,0
20,15,1,1,0,0,40,0
60,9,1,1,0,0,50,0
20,10,0,1,0,0,39,0
20,13,0,0,0,0,40,0
40,13,1,1,0,0,55,0
40,16,1,1,15024,0,60,1
20,13,1,0,0,0,40,0
20,10,1,1,0,0,50,0
30,14,1,1,4865,0,60,1
50,13,1,1,0,0,80,0
30,6,0,0,0,0,37,0
50,7,0,1,0,1672,40,0
20,13,1,1,0,0,40,0
30,10,1,1,0,0,40,0
50,5,1,1,0,0,40,0
50,11,0,0,0,0,38,1
50,9,1,1,0,0,60,0
40,9,1,1,0,0,40,0
20,9,1,0,0,0,40,0
30,10,1,1,0,0,40,0
30,13,1,1,0,0,60,0
50,10,1,1,0,0,40,0
40,9,1,0,0,0,40,0
