age,workclass,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,R
19,State-gov,10,Never-married,Adm-clerical,Other-relative,1,0,0,0,15,Japan,0
30,Federal-gov,14,Married-civ-spouse,Prof-specialty,Husband,1,1,0,0,40,Iran,1
50,?,10,Divorced,?,Not-in-family,1,0,0,0,20,United-States,0
60,Self-emp-not-inc,4,Married-civ-spouse,Farming-fishing,Husband,1,1,7688,0,60,United-States,1
40,Private,10,Married-civ-spouse,Craft-repair,Husband,1,1,0,0,40,United-States,1
40,Local-gov,10,Married-civ-spouse,Protective-serv,Husband,1,1,0,0,52,United-States,1
30,Private,15,Married-civ-spouse,Exec-managerial,Husband,1,1,2829,0,50,?,1
40,Federal-gov,10,Married-civ-spouse,Craft-repair,Husband,1,1,0,1579,40,United-States,1
20,Private,13,Never-married,Tech-support,Own-child,1,1,0,0,40,United-States,0
60,Private,10,Married-civ-spouse,Prof-specialty,Husband,1,1,0,0,50,United-States,1
20,Local-gov,13,Never-married,Prof-specialty,Not-in-family,0,0,0,0,40,United-States,0
30,Private,9,Separated,Other-service,Own-child,0,0,0,0,30,United-States,0
40,Self-emp-not-inc,16,Married-civ-spouse,Prof-specialty,Husband,1,1,0,0,60,United-States,1
20,Private,9,Never-married,Protective-serv,Own-child,1,1,0,0,40,United-States,0
30,Local-gov,12,Married-civ-spouse,Prof-specialty,Husband,1,1,0,0,60,United-States,1
30,Private,13,Divorced,Prof-specialty,Unmarried,1,0,914,0,40,Germany,0
30,Local-gov,10,Married-civ-spouse,Protective-serv,Husband,1,1,0,0,40,United-States,1
50,Local-gov,14,Never-married,Prof-specialty,Not-in-family,1,1,0,0,32,United-States,0
20,Private,13,Never-married,Prof-specialty,Not-in-family,1,1,0,0,50,England,0
30,Private,9,Married-civ-spouse,Transport-moving,Husband,1,1,0,0,55,United-States,1
40,Private,9,Married-civ-spouse,Protective-serv,Wife,0,0,0,0,40,United-States,1
20,Private,10,Never-married,Other-service,Own-child,1,0,0,0,20,United-States,0
50,Private,9,Married-civ-spouse,Craft-repair,Husband,1,1,0,0,40,United-States,1
30,Private,10,Never-married,Other-service,Not-in-family,1,0,0,0,40,United-States,0
40,Private,16,Married-civ-spouse,Prof-specialty,Husband,1,1,0,0,40,United-States,1
20,Private,10,Never-married,Handlers-cleaners,Not-in-family,1,1,0,0,40,United-States,0
40,Private,7,Married-civ-spouse,Craft-repair,Husband,1,1,7298,0,40,United-States,1
50,Private,11,Married-civ-spouse,Sales,Husband,1,1,0,0,50,United-States,1
30,Private,9,Married-civ-spouse,Exec-managerial,Husband,1,1,0,0,50,United-States,1
20,Private,9,Never-married,Prof-specialty,Not-in-family,0,0,0,0,40,United-States,0
40,Private,4,Never-married,Other-service,Own-child,1,1,0,0,52,United-States,0
30,Self-emp-not-inc,11,Never-married,Other-service,Own-child,1,0,0,0,40,United-States,0
50,Self-emp-inc,9,Divorced,Sales,Unmarried,1,0,0,0,50,United-States,0
40,Private,13,Married-civ-spouse,Exec-managerial,Husband,1,1,0,0,40,United-States,1
30,Federal-gov,10,Married-civ-spouse,Tech-support,Wife,1,0,0,0,40,United-States,1
50,Private,4,Married-civ-spouse,Protective-serv,Husband,1,1,0,0,40,Puerto-Rico,0
20,Local-gov,10,Never-married,Adm-clerical,Own-child,1,1,0,0,40,United-States,0
40,Private,14,Married-civ-spouse,Prof-specialty,Wife,1,0,0,0,45,United-States,1
20,Private,10,Separated,Sales,Unmarried,1,0,0,0,40,United-States,0
17,?,6,Never-married,?,Own-child,1,0,0,0,20,United-States,0
50,Private,10,Divorced,Tech-support,Not-in-family,1,1,0,0,40,United-States,0
50,Self-emp-not-inc,4,Married-civ-spouse,Craft-repair,Husband,1,1,0,0,40,United-States,0
50,Private,5,Married-civ-spouse,Exec-managerial,Husband,1,1,0,0,45,United-States,1
30,Local-gov,13,Married-civ-spouse,Prof-specialty,Husband,1,1,0,0,50,United-States,1
20,Private,11,Never-married,Other-service,Not-in-family,1,0,0,0,30,United-States,0
40,Local-gov,9,Divorced,Protective-serv,Unmarried,1,0,0,0,50,United-States,0
30,Local-gov,13,Married-civ-spouse,Prof-specialty,Husband,1,1,0,2051,40,United-States,1
30,?,9,Married-civ-spouse,?,Wife,1,0,0,0,2,United-States,0
30,Local-gov,9,Married-civ-spouse,Transport-moving,Husband,1,1,0,0,45,United-States,0
30,Private,9,Divorced,Adm-clerical,Not-in-family,1,0,0,0,40,United-States,0
40,Private,10,Separated,Prof-specialty,Own-child,1,0,0,3900,40,United-States,0
50,Federal-gov,7,Divorced,Craft-repair,Not-in-family,0,0,14084,0,40,United-States,1
20,Private,10,Married-civ-spouse,Handlers-cleaners,Husband,1,1,0,0,35,United-States,0
30,Local-gov,14,Married-civ-spouse,Prof-specialty,Wife,1,0,0,0,40,United-States,1
18,Private,7,Never-married,Adm-clerical,Own-child,1,0,0,0,20,United-States,0
40,Self-emp-not-inc,9,Married-civ-spouse,Sales,Wife,1,0,0,0,50,United-States,1
50,Private,11,Married-civ-spouse,Other-service,Husband,1,1,0,0,40,United-States,1
30,Private,9,Married-civ-spouse,Other-service,Husband,0,1,0,0,40,China,0
20,Private,9,Never-married,Other-service,Not-in-family,1,1,0,0,24,United-States,0
30,Private,10,Never-married,Adm-clerical,Not-in-family,0,0,0,0,35,Japan,0
20,Private,10,Never-married,Other-service,Not-in-family,0,0,0,0,34,United-States,0
50,Self-emp-not-inc,11,Married-civ-spouse,Sales,Husband,1,1,0,0,60,United-States,1
20,Private,10,Never-married,Machine-op-inspct,Own-child,1,0,0,0,70,United-States,0
40,Private,13,Married-civ-spouse,Prof-specialty,Husband,1,1,0,0,50,United-States,1
40,Private,11,Married-spouse-absent,Machine-op-inspct,Unmarried,1,1,0,0,40,United-States,0
20,Local-gov,13,Never-married,Prof-specialty,Not-in-family,1,0,0,0,40,United-States,0
50,Private,5,Married-civ-spouse,Sales,Husband,1,1,0,0,40,United-States,0
70,Private,9,Widowed,Sales,Unmarried,1,1,0,0,35,United-States,0
50,Private,9,Widowed,Adm-clerical,Not-in-family,1,0,0,0,40,United-States,0
40,Private,14,Married-civ-spouse,Exec-managerial,Husband,1,1,0,0,35,United-States,1
20,Private,6,Married-civ-spouse,Craft-repair,Husband,1,1,0,0,45,United-States,0
20,Private,9,Never-married,Adm-clerical,Own-child,1,0,0,0,40,United-States,0
40,Private,9,Separated,Transport-moving,Other-relative,0,1,0,0,40,United-States,0
40,Private,9,Divorced,Sales,Not-in-family,1,1,0,0,20,United-States,0
40,Private,5,Married-civ-spouse,Machine-op-inspct,Husband,0,1,0,0,40,United-States,0
50,Private,9,Never-married,Adm-clerical,Not-in-family,1,1,0,0,41,United-States,0
20,Private,9,Never-married,Machine-op-inspct,Own-child,1,1,0,0,40,United-States,0
50,Private,13,Married-civ-spouse,Exec-managerial,Husband,1,1,7298,0,60,United-States,1
20,Private,10,Never-married,Prof-specialty,Not-in-family,0,0,3325,0,50,United-States,0
30,Federal-gov,10,Married-civ-spouse,Adm-clerical,Husband,1,1,7298,0,48,Cuba,1
40,Local-gov,9,Married-civ-spouse,Transport-moving,Husband,0,1,0,0,40,United-States,1
30,Self-emp-inc,9,Divorced,Craft-repair,Unmarried,1,1,0,0,60,United-States,0
30,State-gov,14,Married-civ-spouse,Prof-specialty,Husband,1,1,0,0,75,United-States,1
19,Private,9,Never-married,Adm-clerical,Own-child,1,1,0,0,12,United-States,0
30,Private,9,Married-civ-spouse,Craft-repair,Husband,1,1,4064,0,40,United-States,1
20,Federal-gov,12,Never-married,Exec-managerial,Unmarried,1,0,0,0,32,United-States,0
40,Self-emp-inc,9,Married-civ-spouse,Craft-repair,Husband,1,1,0,0,40,United-States,1
40,?,10,Separated,?,Not-in-family,0,1,0,0,40,United-States,0
50,Private,9,Married-civ-spouse,Transport-moving,Husband,1,1,0,0,50,United-States,1
20,Private,10,Never-married,Adm-clerical,Own-child,1,0,0,0,25,United-States,0
40,Private,9,Married-civ-spouse,Adm-clerical,Husband,1,1,0,1485,40,United-States,1
20,Local-gov,10,Married-civ-spouse,Prof-specialty,Husband,1,1,0,0,40,United-States,1
40,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,1,1,0,0,40,United-States,0
20,Private,4,Never-married,Other-service,Unmarried,1,0,0,0,40,Mexico,0
50,Private,10,Divorced,Craft-repair,Not-in-family,1,1,4650,0,22,United-States,0
40,Private,10,Married-civ-spouse,Craft-repair,Husband,1,1,0,0,45,United-States,1
30,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,1,1,0,0,40,United-States,0
40,Local-gov,16,Married-civ-spouse,Prof-specialty,Husband,1,1,0,0,36,United-States,1
20,?,10,Never-married,?,Other-relative,0,0,0,0,40,United-States,0
30,Private,9,Married-civ-spouse,Sales,Husband,1,1,0,1672,55,United-States,1
40,State-gov,13,Married-civ-spouse,Prof-specialty,Husband,1,1,0,0,45,United-States,1
20,Private,9,Married-civ-spouse,Other-service,Husband,1,1,0,0,40,Poland,0
17,Private,6,Never-married,Other-service,Own-child,1,1,0,0,15,United-States,0
60,Private,4,Divorced,Other-service,Not-in-family,1,1,0,0,35,United-States,0
20,Private,10,Never-married,Other-service,Own-child,1,1,0,0,20,United-States,0
20,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,1,1,0,1579,50,United-States,1
20,Private,10,Never-married,Adm-clerical,Not-in-family,1,0,0,0,40,United-States,0
20,Private,10,Never-married,Farming-fishing,Own-child,1,1,0,0,50,United-States,0
30,Private,10,Never-married,Other-service,Not-in-family,1,1,0,0,32,United-States,0
30,Private,7,Married-civ-spouse,Handlers-cleaners,Husband,1,1,0,0,40,Mexico,0
40,Private,9,Married-civ-spouse,Other-service,Husband,1,1,0,0,40,Mexico,0
20,Private,10,Never-married,Other-service,Own-child,1,1,0,0,20,United-States,0
30,Private,9,Never-married,Machine-op-inspct,Own-child,1,1,0,0,40,United-States,0
20,Private,9,Never-married,Handlers-cleaners,Own-child,1,1,0,0,40,United-States,0
40,Private,12,Married-civ-spouse,Prof-specialty,Husband,1,1,0,0,40,United-States,1
30,Private,9,Never-married,Adm-clerical,Own-child,1,0,0,0,40,United-States,0
20,Private,9,Never-married,Adm-clerical,Own-child,0,0,0,0,35,Jamaica,0
50,Private,13,Married-civ-spouse,Exec-managerial,Husband,1,1,0,0,40,United-States,1
30,Private,10,Married-civ-spouse,Prof-specialty,Husband,0,1,0,0,40,United-States,1
50,Private,10,Widowed,Farming-fishing,Not-in-family,1,1,0,2258,62,United-States,1
20,Private,9,Never-married,Other-service,Not-in-family,0,0,0,0,48,United-States,0
50,Private,10,Divorced,Sales,Not-in-family,1,1,0,0,50,United-States,0
40,State-gov,9,Separated,Adm-clerical,Unmarried,1,1,0,0,39,United-States,0
30,Self-emp-not-inc,4,Married-civ-spouse,Craft-repair,Husband,1,1,0,0,35,United-States,0
30,Private,9,Divorced,Transport-moving,Not-in-family,1,1,0,0,40,United-States,0
30,Private,10,Married-civ-spouse,Sales,Husband,1,1,0,0,50,United-States,1
20,Federal-gov,13,Never-married,Prof-specialty,Not-in-family,1,1,0,0,40,United-States,0
50,Private,13,Divorced,Craft-repair,Own-child,1,0,0,0,20,United-States,0
30,Private,7,Married-civ-spouse,Farming-fishing,Husband,1,1,0,0,65,Mexico,0
40,Private,13,Married-civ-spouse,Exec-managerial,Husband,1,1,7298,0,45,United-States,1
40,Private,6,Married-civ-spouse,Craft-repair,Husband,1,1,0,0,45,United-States,0
30,Private,9,Married-civ-spouse,Craft-repair,Husband,1,1,0,2377,40,United-States,1
50,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,1,1,0,0,40,United-States,0
30,Local-gov,9,Divorced,Farming-fishing,Own-child,0,1,0,0,56,United-States,0
18,Private,10,Never-married,Adm-clerical,Own-child,1,1,0,0,25,United-States,0
19,Self-emp-not-inc,5,Never-married,Prof-specialty,Not-in-family,1,1,0,0,35,Mexico,0
60,Private,9,Widowed,Sales,Not-in-family,1,0,0,0,40,United-States,0
50,Private,8,Married-civ-spouse,Adm-clerical,Husband,0,1,0,0,40,United-States,1
50,Private,5,Divorced,Craft-repair,Not-in-family,1,0,0,0,40,United-States,0
30,Private,14,Married-civ-spouse,Prof-specialty,Wife,1,0,15024,0,50,United-States,1
60,Private,10,Widowed,Adm-clerical,Unmarried,1,0,0,0,43,United-States,0
30,Self-emp-not-inc,9,Married-civ-spouse,Prof-specialty,Husband,1,1,0,1977,15,United-States,1
30,Private,10,Married-civ-spouse,Craft-repair,Husband,1,1,0,0,40,United-States,1
40,Private,9,Married-civ-spouse,Exec-managerial,Husband,1,1,7688,0,55,United-States,1
30,Private,13,Married-civ-spouse,Sales,Husband,1,1,0,0,40,United-States,1
30,Private,13,Divorced,Prof-specialty,Not-in-family,1,0,0,0,40,United-States,0
50,Federal-gov,9,Married-civ-spouse,Adm-clerical,Husband,0,1,0,0,40,United-States,1
60,Self-emp-not-inc,14,Married-civ-spouse,Prof-specialty,Husband,1,1,0,0,40,United-States,1
20,Private,9,Married-spouse-absent,Tech-support,Not-in-family,1,0,0,0,37,United-States,0
50,Self-emp-not-inc,14,Married-civ-spouse,Prof-specialty,Husband,1,1,0,0,55,United-States,1
50,Private,10,Separated,Adm-clerical,Own-child,1,1,0,0,40,Cuba,0
40,Federal-gov,9,Never-married,Exec-managerial,Not-in-family,1,0,0,0,40,United-States,0
30,Private,7,Separated,Transport-moving,Not-in-family,1,1,0,0,90,United-States,0
20,State-gov,10,Never-married,Tech-support,Own-child,1,0,0,0,10,United-States,0
40,Private,9,Never-married,Farming-fishing,Not-in-family,1,1,0,0,55,United-States,0
40,Local-gov,10,Never-married,Prof-specialty,Other-relative,1,1,0,0,7,United-States,0
20,Private,16,Never-married,Prof-specialty,Not-in-family,1,1,0,0,52,United-States,1
20,Private,3,Married-civ-spouse,Craft-repair,Husband,1,1,0,0,35,Mexico,0
30,Private,9,Married-civ-spouse,Machine-op-inspct,Wife,0,0,0,0,40,United-States,1
60,Private,2,Widowed,Handlers-cleaners,Not-in-family,1,0,0,0,40,United-States,0
40,State-gov,14,Never-married,Adm-clerical,Not-in-family,0,0,0,0,40,United-States,0
30,Private,15,Married-civ-spouse,Prof-specialty,Husband,1,1,0,1977,80,United-States,1
40,Private,9,Never-married,Adm-clerical,Unmarried,0,0,0,0,37,United-States,0
40,Private,15,Married-civ-spouse,Prof-specialty,Husband,1,1,0,0,50,United-States,1
20,Private,10,Never-married,Tech-support,Own-child,1,1,0,0,35,United-States,0
40,Private,10,Divorced,Adm-clerical,Unmarried,1,0,0,0,48,United-States,0
50,Private,10,Never-married,Adm-clerical,Not-in-family,1,0,0,0,50,United-States,0
40,Private,15,Never-married,Exec-managerial,Not-in-family,1,0,0,0,40,Cuba,0
20,?,9,Separated,?,Unmarried,1,0,0,0,40,United-States,0
30,Private,9,Never-married,Other-service,Own-child,1,0,0,0,40,United-States,0
50,?,10,Married-civ-spouse,?,Husband,1,1,99999,0,40,United-States,1
20,Private,10,Never-married,Transport-moving,Own-child,1,1,0,1719,30,United-States,0
20,Private,9,Divorced,Machine-op-inspct,Own-child,1,1,0,0,40,United-States,0
20,Private,9,Never-married,Craft-repair,Own-child,1,1,0,0,40,El-Salvador,0
40,Private,9,Married-civ-spouse,Craft-repair,Husband,1,1,0,0,40,United-States,1
30,Private,12,Married-civ-spouse,Exec-managerial,Husband,1,1,7688,0,50,United-States,1
20,Private,11,Married-civ-spouse,Craft-repair,Husband,1,1,0,0,50,United-States,1
30,Private,7,Divorced,Transport-moving,Own-child,1,1,0,0,40,United-States,0
20,Self-emp-not-inc,5,Married-civ-spouse,Craft-repair,Husband,1,1,0,0,40,Portugal,0
40,Private,13,Married-civ-spouse,Other-service,Husband,0,1,0,0,38,?,1
60,Self-emp-inc,9,Married-civ-spouse,Exec-managerial,Husband,0,1,20051,0,72,United-States,1
20,Private,9,Married-civ-spouse,Adm-clerical,Husband,1,1,0,0,40,United-States,0
30,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,1,1,2885,0,40,United-States,1
60,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Husband,1,1,0,0,35,United-States,0
30,Private,13,Never-married,Adm-clerical,Not-in-family,1,1,0,0,40,United-States,0
50,Self-emp-not-inc,14,Married-civ-spouse,Prof-specialty,Husband,1,1,0,0,40,United-States,1
30,Self-emp-not-inc,13,Married-civ-spouse,Craft-repair,Husband,1,1,0,0,35,United-States,1
20,?,9,Never-married,?,Not-in-family,1,0,1055,0,40,United-States,0
30,Self-emp-inc,15,Married-civ-spouse,Prof-specialty,Husband,1,1,0,0,80,United-States,1
60,?,9,Widowed,?,Not-in-family,1,0,0,0,20,United-States,0
20,Private,10,Never-married,Adm-clerical,Own-child,1,0,0,1721,35,United-States,0
30,Private,10,Married-civ-spouse,Exec-managerial,Husband,1,1,0,0,40,United-States,1
30,Private,9,Married-civ-spouse,Adm-clerical,Husband,1,1,0,0,40,United-States,0
40,Private,9,Married-civ-spouse,Sales,Wife,1,0,0,0,30,United-States,1
60,Local-gov,10,Married-civ-spouse,Adm-clerical,Husband,1,1,0,0,35,United-States,1
30,Local-gov,10,Never-married,Adm-clerical,Unmarried,0,0,0,0,40,United-States,0
30,Private,9,Never-married,Craft-repair,Unmarried,1,1,0,0,40,United-States,0
30,Private,12,Married-civ-spouse,Machine-op-inspct,Husband,1,1,0,0,55,United-States,1
40,Private,10,Divorced,Sales,Not-in-family,1,1,4650,0,40,United-States,1
30,Private,9,Married-civ-spouse,Craft-repair,Husband,1,1,0,0,50,United-States,1
20,Private,9,Married-civ-spouse,Tech-support,Other-relative,1,0,0,0,48,United-States,0
50,Local-gov,13,Widowed,Prof-specialty,Not-in-family,1,0,0,0,35,United-States,0
40,Private,9,Never-married,Other-service,Not-in-family,1,1,0,0,15,United-States,0
40,Private,13,Married-civ-spouse,Exec-managerial,Husband,1,1,0,1485,60,United-States,1
40,Private,9,Married-civ-spouse,Sales,Husband,1,1,0,0,24,United-States,0
30,Private,9,Separated,Machine-op-inspct,Unmarried,1,0,0,2238,40,United-States,0
20,Private,13,Never-married,Adm-clerical,Own-child,0,0,0,0,30,United-States,0
30,Private,14,Married-civ-spouse,Prof-specialty,Husband,0,1,0,0,40,China,1
18,?,7,Never-married,?,Own-child,1,1,0,0,16,United-States,0
30,Private,14,Married-civ-spouse,Other-service,Husband,0,1,0,1485,40,?,1
20,Private,9,Married-civ-spouse,Protective-serv,Husband,1,1,0,0,35,Peru,0
30,Private,10,Married-civ-spouse,Machine-op-inspct,Husband,1,1,0,0,30,United-States,0
20,Private,10,Never-married,Adm-clerical,Own-child,1,0,0,0,40,United-States,0
40,State-gov,10,Divorced,Adm-clerical,Unmarried,1,0,0,0,38,United-States,0
30,Federal-gov,10,Married-civ-spouse,Craft-repair,Husband,1,1,0,0,43,United-States,1
20,Private,13,Never-married,Other-service,Own-child,1,0,0,0,30,United-States,0
40,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Husband,1,1,0,0,50,United-States,1
40,Private,10,Separated,Exec-managerial,Not-in-family,0,0,0,0,40,United-States,0
20,Private,10,Divorced,Tech-support,Not-in-family,1,0,0,0,40,United-States,0
20,Private,10,Never-married,Sales,Own-child,0,0,0,0,25,United-States,0
20,Private,10,Separated,Sales,Own-child,1,0,0,0,40,United-States,0
20,Private,3,Separated,Craft-repair,Not-in-family,0,1,0,0,35,Mexico,0
20,Federal-gov,13,Never-married,Prof-specialty,Not-in-family,1,0,0,0,40,United-States,0
50,Private,10,Married-civ-spouse,Craft-repair,Husband,1,1,0,0,40,United-States,1
20,Private,9,Married-civ-spouse,Sales,Wife,1,0,0,0,20,United-States,1
20,Private,13,Never-married,Sales,Own-child,0,1,2174,0,40,Vietnam,0
20,Private,13,Never-married,Exec-managerial,Not-in-family,1,1,0,0,70,United-States,1
20,Private,9,Married-civ-spouse,Craft-repair,Husband,1,1,0,0,80,United-States,1
20,Private,10,Never-married,Transport-moving,Not-in-family,0,1,0,0,40,United-States,0
17,Private,6,Never-married,Craft-repair,Not-in-family,1,1,594,0,30,United-States,0
30,Private,9,Separated,Other-service,Not-in-family,0,0,0,0,40,United-States,0
30,Private,9,Married-civ-spouse,Craft-repair,Husband,1,1,0,0,50,United-States,1
20,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,0,1,0,0,80,United-States,1
40,Local-gov,13,Married-civ-spouse,Prof-specialty,Wife,0,0,0,0,40,United-States,1
20,Private,10,Never-married,Other-service,Own-child,1,0,0,0,35,United-States,0
40,Federal-gov,9,Divorced,Craft-repair,Unmarried,1,1,0,0,40,United-States,0
40,Private,13,Married-civ-spouse,Adm-clerical,Husband,0,1,3103,0,35,Philippines,1
20,Private,13,Never-married,Tech-support,Own-child,1,0,3325,0,40,United-States,0
60,Private,9,Married-civ-spouse,Craft-repair,Husband,1,1,0,0,30,United-States,1
50,Private,13,Divorced,Prof-specialty,Not-in-family,1,0,0,0,50,United-States,1
20,Private,9,Never-married,Handlers-cleaners,Not-in-family,0,1,0,0,40,United-States,0
20,Private,10,Never-married,Machine-op-inspct,Own-child,1,1,0,0,40,United-States,0
18,Private,10,Never-married,Adm-clerical,Own-child,1,0,0,0,25,United-States,0
20,Private,9,Never-married,Exec-managerial,Not-in-family,1,0,0,0,40,United-States,0
20,Federal-gov,10,Married-civ-spouse,Protective-serv,Husband,0,1,0,0,40,United-States,1
20,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,1,1,0,1573,30,United-States,0
60,Self-emp-not-inc,16,Married-civ-spouse,Sales,Husband,1,1,0,2377,25,United-States,1
20,?,10,Never-married,?,Not-in-family,0,0,0,0,25,United-States,0
40,Private,9,Widowed,Machine-op-inspct,Unmarried,0,1,0,0,40,Columbia,0
40,Private,9,Married-civ-spouse,Sales,Husband,0,1,0,0,40,United-States,1
40,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,0,1,0,0,40,United-States,1
20,Private,10,Married-civ-spouse,Handlers-cleaners,Husband,1,1,0,0,20,United-States,0
70,Self-emp-not-inc,2,Widowed,Sales,Other-relative,1,1,0,0,45,Mexico,0
50,State-gov,13,Married-civ-spouse,Exec-managerial,Husband,1,1,10605,0,50,United-States,1
50,Local-gov,9,Married-civ-spouse,Transport-moving,Husband,1,1,0,0,44,United-States,1
20,Private,9,Married-civ-spouse,Craft-repair,Husband,1,1,0,0,40,United-States,0
50,Private,10,Married-civ-spouse,Transport-moving,Husband,1,1,3103,0,35,United-States,1
20,Private,9,Married-civ-spouse,Craft-repair,Husband,1,1,0,0,50,United-States,0
50,State-gov,13,Divorced,Exec-managerial,Not-in-family,1,0,0,0,40,United-States,0
60,?,4,Married-civ-spouse,?,Husband,1,1,0,0,48,United-States,0
30,Private,10,Married-civ-spouse,Exec-managerial,Husband,1,1,0,0,45,United-States,1
50,Private,4,Never-married,Other-service,Own-child,1,0,0,0,7,United-States,0
30,Self-emp-not-inc,8,Never-married,Other-service,Not-in-family,0,0,0,0,40,Trinadad&Tobago,0
40,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Husband,1,1,0,0,99,United-States,1
20,Self-emp-inc,10,Never-married,Exec-managerial,Not-in-family,1,1,0,0,40,United-States,0
30,Private,9,Never-married,Handlers-cleaners,Not-in-family,1,1,0,0,40,United-States,0
50,Private,13,Divorced,Exec-managerial,Not-in-family,1,1,0,0,55,United-States,1
30,Private,10,Divorced,Transport-moving,Not-in-family,1,1,0,0,40,United-States,0
30,Self-emp-not-inc,10,Married-civ-spouse,Adm-clerical,Wife,1,0,0,0,20,United-States,0
40,Self-emp-not-inc,10,Never-married,Farming-fishing,Not-in-family,1,1,0,0,50,United-States,0
30,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,1,1,0,0,40,United-States,0
50,State-gov,11,Divorced,Tech-support,Not-in-family,1,1,0,2444,39,United-States,1
30,Private,9,Never-married,Craft-repair,Not-in-family,1,1,0,0,70,United-States,0
30,Private,13,Married-civ-spouse,Other-service,Wife,1,0,0,0,40,United-States,1
40,Local-gov,14,Married-civ-spouse,Prof-specialty,Husband,1,1,0,0,50,United-States,1
30,Local-gov,13,Divorced,Prof-specialty,Not-in-family,1,1,0,0,40,Puerto-Rico,0
30,Private,9,Never-married,Exec-managerial,Own-child,0,1,0,0,40,United-States,0
19,Self-emp-not-inc,7,Never-married,Adm-clerical,Own-child,1,0,0,0,30,United-States,0
60,Private,14,Divorced,Prof-specialty,Not-in-family,1,0,0,0,50,United-States,1
30,Private,9,Married-civ-spouse,Transport-moving,Husband,1,1,0,0,60,United-States,1
60,Self-emp-inc,13,Married-civ-spouse,Farming-fishing,Husband,1,1,0,2415,60,United-States,1
30,Private,13,Married-civ-spouse,Exec-managerial,Husband,1,1,5178,0,40,United-States,1
30,Private,13,Married-civ-spouse,Sales,Husband,1,1,0,0,40,United-States,1
40,State-gov,11,Married-civ-spouse,Exec-managerial,Husband,1,1,0,0,40,United-States,1
40,Federal-gov,10,Married-spouse-absent,Adm-clerical,Not-in-family,0,1,4650,0,40,United-States,1
50,Private,9,Divorced,Adm-clerical,Unmarried,1,0,0,0,40,England,0
20,Private,9,Never-married,Handlers-cleaners,Own-child,1,1,0,0,40,United-States,0
40,Private,9,Married-civ-spouse,Craft-repair,Husband,1,1,0,0,50,United-States,1
20,Private,10,Never-married,Adm-clerical,Own-child,1,0,0,0,40,United-States,0
19,Private,9,Never-married,Sales,Own-child,1,1,0,0,3,United-States,0
50,Private,9,Never-married,Sales,Not-in-family,1,1,0,1876,50,United-States,0
40,Private,1,Never-married,Handlers-cleaners,Not-in-family,1,1,0,0,25,United-States,0
20,?,10,Never-married,?,Own-child,1,1,0,0,40,United-States,0
30,Private,11,Divorced,Other-service,Unmarried,1,0,0,0,40,United-States,0
30,Private,13,Never-married,Prof-specialty,Not-in-family,0,1,0,0,50,United-States,0
50,Private,9,Married-civ-spouse,Transport-moving,Husband,1,1,0,0,50,United-States,1
20,Private,9,Never-married,Other-service,Not-in-family,1,1,0,0,40,United-States,0
40,Private,9,Married-civ-spouse,Protective-serv,Husband,1,1,0,0,40,United-States,1
40,Private,13,Never-married,Prof-specialty,Not-in-family,1,1,0,0,40,United-States,0
40,Private,11,Divorced,Adm-clerical,Not-in-family,1,0,0,0,35,United-States,0
40,Private,13,Married-civ-spouse,Exec-managerial,Husband,1,1,0,0,45,United-States,1
40,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Wife,1,0,0,0,25,United-States,1
20,Private,9,Never-married,Tech-support,Own-child,1,1,0,0,40,United-States,0
50,Private,9,Divorced,Machine-op-inspct,Not-in-family,1,0,0,0,40,United-States,0
50,Private,13,Widowed,Exec-managerial,Unmarried,1,0,0,0,40,United-States,1
20,Private,9,Never-married,Machine-op-inspct,Own-child,1,1,0,1590,40,United-States,0
60,Self-emp-not-inc,10,Married-civ-spouse,Farming-fishing,Husband,1,1,0,0,20,United-States,0
20,Private,9,Never-married,Machine-op-inspct,Own-child,1,1,0,0,32,United-States,0
20,Private,9,Never-married,Handlers-cleaners,Own-child,1,1,0,0,40,United-States,0
20,Private,10,Never-married,Adm-clerical,Own-child,0,0,0,0,20,Cuba,0
30,Private,12,Never-married,Other-service,Not-in-family,1,0,0,0,30,United-States,0
50,Self-emp-not-inc,13,Divorced,Prof-specialty,Not-in-family,1,0,0,0,60,United-States,1
20,Private,8,Never-married,Adm-clerical,Own-child,1,0,0,0,40,Mexico,0
20,Self-emp-not-inc,10,Never-married,Other-service,Not-in-family,1,0,0,0,75,United-States,0
50,State-gov,9,Married-civ-spouse,Craft-repair,Husband,0,1,0,0,40,United-States,1
40,Private,7,Divorced,Other-service,Unmarried,1,0,0,0,15,United-States,0
